Ana maria
Athéna
Athina
Atina
Audrey
Augusta
Augustina
Augustína
Augustýna
Aura
Aurelia
Aurélia
Aurelie
Aurélie
Aurika
Aurora
Avigail
Avisag
Avisaga
Avishag
Avišag
Avital
Aya
Ayala
Ayat
Ayelet
Ayesha
Ayla
Ayleen
Aylin
Ayse
Aysha
Aziza
Azra
Babeta
Babette
Bára
Barbara
Bärbel
Barbora
Barunka
Bea
Beata
Beáta
Beate
Beatrica
Beatrice
Béatrice
Beatris
Beatrix
Beatriz
Bec
Beck
Bedřicha
Bedřiška
Belén
Belinda
Bella
Benedetta
Benedikta
Berenika
Berenike
Bereniké
Berit
Bernadeta
Bernadetta
Bernadette
Bernarda
Bernardeta
Bernardina
Bernardína
Berta
Bertha
Bertina
Bettina
Betty
Bex
Běla
Bělena
Běloslava
Běluše
Běluška
Běta
Bětuška
Bianca
Bianka
Bibi
Bibiana
Bibianna
Bibiána
Biljana
Birgit
Birgita
Biserka
Blahomila
Blahomíra
Blahoslava
Blanca
Blanka
Blažena
Blaženka
Bogumila
Bogumiła
Boguslawa
Bogusława
Bohdana
Bohdanka
Bohumila
Bohumíra
Bohuna
Bohunka
Bohuslava
Bohuslávka
Bohuše
Bohuška
Bohuvěra
Bojana
Boleslava
Borislava
Borjana
Božena
Boženka
Branislava
Branka
Brenda
Briana
Brianna
Brigit
Brigita
Brigitta
Brigitte
Brita
Broňa
Bronia
Bronislava
Bruna
Brunhilda
Břetislava
Caitlin
Camelia
Camila
Camilla
Carina
Carine
Carlotta
Carmen
Carmit
Carola
Carole
Carolin
Carolina
Caroline
Carolyn
Cassandra
Catalina
Catarina
Caterina
Catharina
Catherine
Cecilia
Cecília
Cecilie
Cecílie
Cecylia
Celestina
Celestína
Celestýna
Celina
Celine
Céline
Ciara
Cindy
Cirilla
Clara
Clarissa
Claudia
Claudie
Clementine
Cloe
Colette
Constance
Constanze
Cora
Corina
Corinne
Cornelia
Cornélie
Cosmina
Cristina
Cristine
Csilla
Ctirada
Cveta
Cynthia
Cyntie
Cyrila
Cyrilka
Cyrilla
Czeslawa
Czesława
Čeňka
Česlava
Čestmíra
Dafina
Dafna
Dafné
Dafni
Dagmar
Dagmara
Dahlia
Daiana
Daisy
Daja
Dája
Dajana
Dajána
Dalena
Dalia
Dalibora
Dalida
Dalie
Dalila
Dalimila
Dalit
Damaris
Damiana
Damiána
Dana
Daňa
Dáňa
Danae
Danai
Dania
Danica
Danička
Daniela
Daniella
Danielle
Danijela
Danika
Danislava
Danka
Danna
Danuš
Danuša
Danuše
Danuška
Danuta
Daphne
Dareen
Daria
Dária
Dariana
Darija
Darina
Darína
Darinka
Darja
Darka
Daruše
Darya
Daryna
Dasha
Daša
Dáša
Dašena
Dašenka
Dášenka
Davida
Deana
Debora
Deborah
Deina
Dejana
Delia
Delila
Delilah
Demi
Denaida
Denisa
Denise
Denissa
Desanka
Desiree
Désirée
Desislava
Despina
Děvana
Dia
Diana
Diane
Dianna
Dijana
Dilara
Dimitra
Dimitrina
Dimitrula
Dina
Dinah
Dinara
Dior
Dita
Ditta
Diviška
Djamila
Dobra
Dobromila
Dobromíra
Dobroslava
Dobruše
Dobruška
Dolores
Domenica
Dominica
Dominika
Donata
Donatela
Donika
Donka
Donna
Dora
Doreen
Doriana
Dorina
Doris
Dorit
Dorka
Dorota
Dorotea
Dorothea
Dorothy
Dorotka
Doubrava
Doubravka
Draga
Dragana
Dragica
Draha
Drahomila
Drahomíra
Drahoslava
Drahuša
Drahuše
Drahuška
Dua
Dubravka
Duňa
Dunja
Dušana
Dušanka
Dušica
Dvora
Dziyana
Džamila
Ebru
Ecaterina
Edelgard
Edeline
Edeltraud
Edeltrauda
Edeltraut
Edeltrud
Edeltruda
Edina
Edit
Edita
Edith
Editha
Edna
Eduarda
Edyta
Efrat
Eileen
Einat
Einav
Eiva
Ekaterina
Ekaterini
Ela
Elaine
Elea
Eleana
Eleanora
Elefteria
Elektra
Elen
Elén
Elena
Eleni
Elenka
Eleonor
Eleonora
Eleonóra
Elfi
Elfrida
Elfrída
Elfrýda
Elfrieda
Elfriede
Eliana
Eliane
Elianna
Elida
Elina
Eline
Elinor
Eliora
Elisabet
Elisabeta
Elisabeth
Elisabetha
Elisabetta
Elisavet
Elisaveta
Elise
Elishka
Eliska
Elissa
Eliška
Eliya
Elizabet
Elizabeta
Elizabeth
Elizaveta
Elka
Elleanor
Ellena
Elliana
Ellie
Ellin
Ellina
Ellinor
Ellyn
Elma
Elmira
Elodie
Eloise
Elona
Elpida
Elsa
Elsie
Elvina
Elvína
Elvira
Elvíra
Elzbieta
Elżbieta
Elžbieta
Ema
Emanuela
Emelie
Emila
Emili
Emilia
Emília
Emiliana
Emilie
Emílie
Émilie
Emilija
Emilly
Emina
Emine
Emma
Emmy
Ena
Enisa
Enna
Enni
Ennie
Enny
Enola
Enya
Erica
Erika
Erina
Erna
Ernestina
Ernestína
Ernestine
Ernestýna
Ervína
Erzsébet
Eržika
Escada
Esma
Esmée
Esmeralda
Esperanza
Essi
Estel
Estela
Estell
Estella
Estelle
Ester
Estera
Esther
Eszter
Etel
Etela
Etelka
Eugenia
Eugénia
Eugenie
Eulalie
Eulálie
Eunika
Eva
Éva
Evangelia
Evantia
Evdokia
Evdoxia
Evelina
Evelína
Eveline
Evelyna
Evelýna
Evelyne
Evgenia
Evgenie
Evgenija
Evi
Evička
Evita
Evža
Evžena
Evženie
Evženka
Ewa
Ewelina
Fabiana
Fabiána
Fabienne
Fabiola
Fani
Fanny
Fany
Farah
Farida
Faten
Fatima
Fátima
Fatma
Faustýna
Fay
Federica
Fedora
Felicia
Felicie
Felicita
Felicitas
Felixa
Ferdinanda
Fernanda
Filipa
Filipína
Filipka
Filippa
Filomena
Filoména
Fiona
Fiorella
Flavia
Flora
Flóra
Florencia
Florentina
Florentýna
Floriana
Floriána
Fotini
Frances
Francesca
Francisca
Franciska
Franka
Františka
Franziska
Frederika
Freja
Freya
Frida
Frída
Friderika
Frieda
Gábina
Gabriela
Gabriella
Gabrielle
Gaia
Gaja
Gajane
Gala
Gali
Galia
Galina
Galit
Galja
Ganka
Garika
Gaya
Gayane
Gefen
Gemma
Genevieve
Genovefa
Genoveva
Genovéva
Genowefa
Gentiana
Georgette
Georgina
Georgína
Geraldina
Gerda
Gergana
Gerlinda
Gerlinde
Gerta
Gertraud
Gertrauda
Gertrud
Gertruda
Gertrúda
Gertrůda
Gertrude
Giada
Giang
Gianna
Gilda
Gina
Ginette
Ginevra
Ginika
Gioia
Giorgia
Giovanna
Gisela
Giselle
Gita
Gitta
Giulia
Giuliana
Gizela
Gizella
Gladys
Gloria
Glorie
Gohar
Gorana
Gordana
Grace
Graciela
Graziella
Grazyna
Grażyna
Graźyna
Gražina
Gražyna
Greta
Gréta
Gudrun
Gulnara
Gusta
Gustava
Guzel
Gvendolína
Gwendolyn
Hadas
Hagit
Haidi
Hailey
Hajnalka
Hala
Haley
Halina
Halka
Halyna
Hanele
Hanelora
Hanelore
Hang
Hanička
Hanka
Hanna
Hannah
Hannelora
Hannelore
Hanuše
Hanuška
Harmony
Harriet
Hasmik
Háta
Haya
Heda
Hedva
Hedviga
Hedvika
Heide
Heidelies
Heidelinde
Heidemarie
Heidi
Heidrun
Hela
Helen
Helena
Helene
Helenka
Helga
Helin
Hella
Helma
Hendrika
Henrieta
Henrietta
Henriette
Henrika
Henryka
Herma
Hermenegilda
Hermina
Hermína
Hermine
Herta
Hertha
Heřma
Hien
Hila
Hilda
Hildegard
Hildegarda
Hildegarde
Hind
Honey
Huberta
Huong
Huyen
Hvězdoslava
Hyacinta
Chana
Chariklia
Charlene
Charlota
Charlott
Charlotta
Charlotte
Chava
Chelsea
Cherry
Cheryl
Chiara
Chloe
Chrisanti
Christa
Christiana
Christiane
Christin
Christina
Christine
Christl
Chrisula
Chrystyna
Iana
Iboja
Ibolya
Il
Ila
Ilana
Ilaria
Ildiko
Ildikó
Ileana
Ilena
Ilga
Iliana
Iljana
Ilka
Illona
Ilona
Ilonka
Ilsa
Ilse
Iluše
Iman
Imelda
Ina
Inbal
Indira
Inés
Inesa
Inessa
Inez
Inéz
Inga
Ingeborg
Ingeborga
Ingeburg
Ingrid
Ingrida
Ingrit
Inka
Inna
Ioanna
Iraida
Irča
Irena
Iréna
Irene
Irenea
Irenka
Irina
Irini
Iris
Irit
Irma
Irmgard
Irmgarda
Irmtraud
Iryna
Isabel
Isabela
Isabell
Isabella
Isabelle
Isidora
Iskra
Isla
Isolda
Isolde
Isra
Ita
Iulia
Iuliana
Ivana
Ivanka
Ivánka
Ivanna
Iveta
Ivetta
Ivette
Ivona
Ivonka
Ivonna
Ivonne
Ivuše
Ivuška
Ivy
Iwetta
Iwona
Iza
Izabel
Izabela
Izabell
Izabella
Jacquelina
Jacqueline
Jade
Jadrana
Jadranka
Jadviga
Jadwiga
Jamila
Jana
Jána
Janet
Janeta
Janetta
Janette
Janička
Janika
Janina
Janine
Janka
Janula
Januše
Jaqueline
Jaria
Jarka
Jarmila
Jarmilka
Jaromila
Jaromíra
Jaroslava
Jaruše
Jaruška
Jaryna
Jasana
Jasemin
Jasmín
Jasmina
Jasmína
Jasminka
Jasna
Jasněna
Jasnuše
Jasnuška
Jeaneta
Jeanetta
Jeanette
Jeanne
Jeannetta
Jeannette
Jeannine
Jekaterina
Jekatěrina
Jela
Jelena
Jelenka
Jelisaveta
Jelizaveta
Jelyzaveta
Jena
Jenička
Jenifer
Jeniffer
Jenka
Jenna
Jennifer
Jenny
Jenovefa
Jenovéfa
Jeny
Jesica
Jesika
Jessica
Jessika
Jevgenija
Jevhenija
Jindřicha
Jindřiška
Jiřina
Jiřinka
Jitka
Jitřena
Jitřenka
Jituška
Joana
Joanna
Johana
Johanka
Johanna
Jola
Jolana
Jolanda
Jolanka
Jolanta
Jordana
Jordanka
Jorga
Jorika
Josefa
Josefina
Josefína
Josefine
Josefka
Josephine
Joséphine
Jovana
Jovanka
Joy
Jozefa
Józefa
Jozefina
Jozefína
Juana
Juanita
Judit
Judita
Judith
Juditha
Judy
Judyta
Jule
Juli
Julia
Júlia
Juliana
Juliána
Júliana
Juliane
Julianna
Júlie
Jůlie
Juliet
Julieta
Julietta
Juliette
Julija
Jurana
Jurina
Justina
Justína
Justine
Justyna
Justýna
Juta
Jutta
Kadiatou
Kafa
Kaia
Kaida
Kaila
Kaira
Kaitlyn
Kajetána
Kalina
Kaliopi
Kamilla
Karima
Karíma
Karina
Karína
Karine
Karla
Karmela
Karmen
Karola
Karolin
Karolina
Karolína
Karoline
Kasandra
Kassandra
Káťa
Katalin
Katarina
Katarína
Katarzyna
Kate
Katerina
Kateryna
Kateřina
Katharina
Katharine
Katherina
Katherine
Kathleen
Kathrin
Kathryn
Kathy
Katia
Katie
Katina
Katja
Katka
Katrin
Katrina
Katrine
Katuše
Katy
Katya
Kayla
Kazi
Kazimiera
Kazimíra
Keila
Keira
Kenza
Keren
Kerstin
Ketevan
Ketrin
Ketty
Khadija
Khulan
Kiana
Kiara
Kinga
Kiriaki
Kitty
Klara
Klára
Klarisa
Klárka
Klaudia
Klaudie
Klea
Klementina
Klementína
Klementýna
Kleopatra
Klotilda
Klotylda
Koleta
Konstance
Konstancie
Konstantina
Kordula
Korina
Kornela
Kornelia
Kornélia
Kornelie
Kornélie
Krasava
Krasimira
Kristiana
Kristiána
Kristina
Kristína
Kristine
Kristinka
Kristy
Kristyna
Kristýna
Krisztina
Krystina
Krystyna
Krystýna
Ksenia
Ksenija
Kveta
Květa
Květomila
Kvetoslava
Květoslava
Květuše
Květuška
Kylie
Kyra
Lada
Laděna
Ladislava
Laďka
Laduše
Laetitia
Laia
Laila
Lajla
Lamia
Lana
Lara
Larisa
Larissa
Larysa
Laurencie
Lavinia
Layan
Layla
Lea
Léa
Leah
Leandra
Lefteria
Leia
Leila
Leilani
Lejla
Lela
Lena
Léna
Leni
Lenka
Lenna
Lenny
Leokadia
Leokadie
Leokádie
Leona
Leonarda
Leonida
Leonie
Leonka
Leonor
Leonora
Leontina
Leontína
Leontine
Léontine
Leontyna
Leontýna
Leopolda
Leopoldina
Lesana
Lesia
Lesja
Leticia
Letícia
Leticie
Letizia
Letta
Letty
Leya
Leyla
Lia
Lía
Liana
Liána
Liane
Lianna
Liat
Libby
Liběna
Libi
Libora
Liborka
Liboslava
Libuša
Libuše
Libuška
Lida
Lída
Lidia
Lídia
Lidie
Lidija
Lidka
Lidmila
Liduše
Liduška
Lidvina
Lidye
Lieselotta
Lieselotte
Lihi
Lila
Lilach
Lili
Lilia
Liliana
Liliána
Liliane
Lilianna
Lilianne
Lilibeth
Lilie
Lilien
Lilija
Lilijana
Lilit
Liliya
Lilja
Liljana
Lilla
Lilli
Lilliana
Lillien
Lilly
Lily
Limor
Lina
Linda
Lindita
Liora
Lisbet
Liselota
Liselotta
Liselotte
Liudmila
Liv
Livia
Lívia
Livie
Lívie
Liya
Líza
Ljerka
Ljiljana
Ljuba
Ljubica
Ljubov
Ljudmila
Ljudmyla
Loan
Lola
Lolita
Lora
Loredana
Loreen
Lorelei
Lorena
Loreta
Loretta
Loriana
Lorien
Lorraine
Lota
Lotka
Lotta
Lotty
Louisa
Louise
Lourdes
Luana
Luba
Ľuba
Luběna
Lubica
Ĺubica
Ľubica
Lubislava
Lubomíra
Ĺubomíra
Ľubomíra
Ľuboslava
Ľubov
Ľubuša
Lucia
Lucía
Lúcia
Luciana
Luciána
Lucianna
Lucie
Lucienne
Lucija
Lucja
Łucja
Lucrezia
Lucyna
Luďa
Luděna
Luděnka
Ludislava
Ludiše
Luďka
Ludmila
Ĺudmila
Ľudmila
Ludoslava
Ludovika
Ludvika
Ludvíka
Luisa
Luise
Luiza
Lujza
Lukrecia
Lukrécia
Lukrécie
Lumíra
Luna
Lusija
Lusine
Lydia
Lýdia
Lydie
Lýdie
Lygie
Lyra
Lyris
Mabel
Madalena
Maddalena
Maddie
Madelaine
Madeleine
Madeline
Madina
Madla
Madlen
Madlena
Madlenka
Mae
Maeva
Maeve
Magali
Magda
Magdalena
Magdaléna
Magdalene
Magdalina
Maggie
Maha
Mahulena
Maia
Maila
Maira
Maisa
Maja
Mája
Majda
Majdalena
Majdaléna
Majja
Majka
Malaika
Malak
Malena
Malgorzata
Małgorzata
Mali
Malia
Malie
Malika
Malka
Malvina
Malvína
Manon
Manuela
Mára
Marcela
Marcelina
Marcelína
Marcelka
Marcella
Marcia
Margaret
Margareta
Margaréta
Margarete
Margaretha
Margarethe
Margarita
Margeta
Margherita
Margit
Margita
Margitta
Margo
Margot
Marguerite
Marharyta
Mari
Maria
María
Mária
Mariam
Mariana
Mariána
Marianka
Marianna
Marianne
Maribel
Marica
Marie
Márie
Mariela
Mariella
Mariem
Marieta
Marietta
Marija
Marijana
Marijka
Marika
Marilyn
Marina
Marína
Marine
Mariola
Marisa
Marisol
Marissa
Marita
Mariya
Marja
Marjam
Marjana
Marka
Marketa
Markéta
Marla
Marlen
Marlena
Marlene
Marléne
Marlies
Marlis
Marta
Márta
Martha
Maruše
Maruška
Mary
Maryam
Maryana
Maryla
Maryna
Maryša
Maryška
Maří
Maša
Máša
Matea
Mathilda
Matilda
Matilde
Matylda
Maura
Mavis
Maxima
Maxine
May
Mayan
Maybelline
Maysa
Mečislava
Meda
Medea
Médea
Medina
Meg
Megan
Meggi
Meggie
Meghan
Melani
Melania
Melánia
Melanie
Melánie
Melany
Melia
Melike
Melina
Melinda
Meline
Melisa
Melissa
Melita
Melitta
Mellanie
Mellisa
Melody
Mercedes
Meri
Meriem
Merita
Meryem
Metodějka
Meva
Micaela
Mihaela
Mihriban
Michaela
Michaella
Michala
Michalina
Michela
Michéle
Mija
Mikaela
Mila
Míla
Milada
Milagros
Milana
Milanka
Milena
Milenka
Milentina
Mileva
Miley
Mili
Milica
Milina
Milka
Milla
Millie
Milly
Milona
Miloslava
Miluša
Miluše
Miluška
Mimi
Mina
Mína
Minda
Mira
Mirabela
Miranda
Mireille
Mirela
Mirella
Mirena
Miri
Miriam
Miriama
Miriana
Miriel
Mirijam
Mirjam
Mirjana
Mirka
Mirna
Mirona
Miroslava
Miroslávka
Mirosława
Miruška
Misheel
Mishell
Mišela
Miya
Mlada
Mladena
Mojmíra
Molly
Mona
Monia
Monica
Monika
Monique
Moran
Mouna
Muna
Mya
Myra
Myriam
Myroslava
Myslena
Naama
Nada
Naďa
Naděje
Naděna
Naděnka
Nadežda
Naděžda
Nadia
Nadija
Nadine
Nadja
Naila
Naira
Nala
Nalani
Nana
Nancy
Naneta
Nara
Narcisa
Narciska
Nare
Narine
Nasťa
Natali
Natalia
Natália
Natalie
Natálie
Natalija
Nataliya
Natalja
Natalka
Natallia
Natally
Nataly
Natalya
Nataniela
Natasha
Natascha
Nataša
Nathali
Nathalia
Nathalie
Nathálie
Nathaly
Naya
Nea
Neda
Nefeli
Něhoslava
Neila
Nema
Nela
Neli
Nelia
Nelja
Nell
Nella
Nelli
Nellie
Nelly
Nely
Nena
Neonila
Nerea
Nerija
Neris
Neta
Netta
Neva
Něva
Nevena
Nevenka
Nga
Ngan
Nhi
Nhung
Nia
Nica
Nicole
Nicolet
Nicoleta
Nicoletta
Nicolette
Nicoll
Nicolla
Nicolle
Nihan
Niké
Nikolet
Nikoleta
Nikolett
Nikoletta
Nikolina
Niky
Nila
Nili
Nina
Ninel
Nira
Nitzan
Niva
Nives
Noela
Noelia
Noelle
Noema
Noemi
Noémi
Noémie
Noga
Nola
Nomin
Nona
Nonna
Nora
Norah
Norberta
Norie
Norika
Norma
Noya
Nur
Nurit
Oda
Odeta
Odetta
Odette
Odona
Oksana
Oldřicha
Oldřiška
Oleksandra
Olena
Olesia
Olesja
Olesya
Olexandra
Olga
Oĺga
Oľga
Olha
Olimpia
Olina
Olinka
Oliva
Olivera
Olivia
Olívia
Olivie
Olívie
Oliwia
Olly
Oluša
Oluše
Oluška
Olympia
Olympie
Ondřejka
Ora
Oresta
Oriana
Orit
Ornela
Ornella
Orysja
Osnat
Otakara
Otilia
Otília
Otilie
Otílie
Ottilia
Ottilie
Otylie
Otýlie
Oxana
Paloma
Pamela
Panajota
Paola
Par
Paraska
Parisa
Partena
Patricia
Patrícia
Patricie
Patrície
Patrika
Patrizia
Patrycja
Paula
Paulina
Paulína
Pauline
Pavla
Pavlina
Pavlína
Pavlinka
Peggy
Pelagia
Penelopa
Penelope
Penka
Perla
Perluše
Perluška
Petra
Petrana
Petromila
Petronela
Petronella
Petronila
Petruše
Petruška
Pěva
Pěvuše
Pěvuška
Phoebe
Pia
Pinelopi
Piroska
Piroška
Pola
Polina
Polixeni
Pollyanna
Polyxena
Poppy
Pravomila
Pravoslava
Priska
Priška
Přibyslava
Rabia
Radana
Radima
Radimíra
Radislava
Radka
Radmila
Radomila
Radomíra
Radoslava
Radovana
Radslava
Raduše
Radvana
Rafaela
Rahel
Rachel
Ráchel
Rachele
Raina
Raisa
Rája
Rajana
Rajisa
Rajka
Rajna
Ramona
Rana
Rania
Raquel
Ravit
Raymonda
Rea
Rebeca
Rebecca
Rebeka
Rebekka
Reem
Regina
Regína
Reina
Reingard
Reingarda
Réka
Rela
Remedios
Rena
Renata
Renáta
Renate
Renee
Reneé
Renée
Renesmee
Reut
Rhea
Riana
Rianna
Ribana
Richarda
Rika
Rima
Rimma
Rina
Rita
Ritta
Riva
Rivka
Roberta
Robina
Rodica
Rochelle
Roksolana
Rolanda
Romana
Romanka
Romi
Romina
Romy
Rona
Roňa
Ronia
Ronit
Ronja
Rosa
Rosali
Rosalia
Rosalie
Rosálie
Rosalinda
Rosaline
Rosana
Rosanna
Rosaria
Rosarie
Rose
Rosemarie
Rosemary
Rosica
Rosie
Rosina
Rosita
Rosmarie
Rostislava
Rosvita
Roswita
Roswitha
Rotraut
Roxana
Roxane
Roza
Róza
Rozalia
Rozália
Rozalie
Rozálie
Rozára
Rozarie
Rozárie
Rozárka
Rozina
Rozita
Rozmarina
Rozvita
Rubia
Rubina
Rubya
Ruby
Rudolfa
Rudolfina
Rudolfína
Rumjana
Ruslana
Rut
Rút
Ruta
Ruth
Ruzanna
Ružena
Růžena
Růženka
Rybana
Sabina
Sabína
Sabine
Sabira
Sabrina
Sabrine
Sadie
Safia
Safija
Safiya
Saga
Salima
Salma
Salome
Salomea
Samanta
Samantha
Samara
Samia
Samira
Samíra
Samuela
Sandra
Sanela
Sanem
Santina
Sara
Sára
Sarah
Sarit
Sarita
Sarra
Saskia
Saskie
Satine
Savina
Scarlet
Scarlett
Seda
Selena
Selenge
Selin
Selina
Seline
Selma
Senta
Serafima
Serafina
Serafína
Serena
Severina
Shaima
Shanel
Shani
Shania
Shanti
Sharlotta
Shaya
Sheila
Sheima
Shelly
Sherin
Sheryl
Shimrit
Shira
Shireen
Shiri
Shirin
Shirley
Shoshana
Sibel
Sibyla
Sidonia
Sidónia
Sidonie
Sidra
Sieglinda
Sieglinde
Siegrid
Sienna
Sigal
Sigrid
Silva
Silvana
Silvestra
Silvia
Silvie
Silvija
Simeona
Simona
Simoneta
Simonetta
Simonne
Sindy
Sisi
Sissi
Skarlet
Skarleta
Skylar
Slavěna
Slavica
Slávinka
Slavka
Slávka
Slavomila
Slavomíra
Slobodanka
Snežana
Sněžana
Sněženka
Snižana
Snježana
Soběslava
Soffie
Sofi
Sofia
Sofía
Sofie
Sofija
Sofiya
Sofja
Sofya
Solange
Solomija
Solongo
Soňa
Sonia
Sonja
Soňja
Sonya
Sophia
Sophie
Sophy
Soraya
Sotira
Stacey
Stamatia
Stáňa
Stanislava
Stanislawa
Stanisława
Staša
Stáša
Stavrula
Stáza
Stefani
Stefania
Stefánia
Stefanie
Stefanija
Stefany
Stefka
Stela
Stella
Stephanie
Stéphanie
Stephany
Steriani
Stojanka
Sultana
Susan
Susana
Susanna
Susanne
Suzan
Suzana
Suzanna
Suzanne
Svata
Svatava
Svatomíra
Svatoslava
Svatuše
Svatuška
Svenja
Světla
Svetlana
Světlana
Světluše
Světluška
Světoslava
Svitlana
Svjetlana
Sylva
Sylvana
Sylvestra
Sylvia
Sylwia
Šarka
Šárka
Šarlota
Šarolta
Šimona
Širín
Šírín
Školastika
Štefana
Štefania
Štefánia
Štefanie
Štefánie
Štefanka
Štěpa
Štěpána
Štěpánka
Tabea
Tabita
Tabitha
Taisa
Taisia
Taisija
Tali
Talia
Talya
Tamar
Támar
Tamara
Tamia
Tamika
Tamila
Taňa
Táňa
Tania
Tanita
Tanja
Tára
Tarja
Taťana
Taťána
Tatevik
Tatiana
Tatjana
Taťjana
Taťjána
Tatyana
Tea
Tekla
Telma
Tena
Teodora
Teona
Teresa
Teresia
Teresie
Tereza
Terezia
Terézia
Terezie
Terézie
Terezka
Tess
Tessa
Teťana
Tetiana
Tetjana
Teuta
Thalia
Thelma
Theodora
Theresa
Therese
Theresia
Thia
Thuy
Tia
Tiana
Tiara
Tifany
Tiffany
Tijana
Timea
Tímea
Timotea
Tina
Tiziana
Tomáška
Tonička
Traute
Truda
True
Tünde
Týna
Uliana
Uljana
Ulrika
Ulrike
Ulyana
Una
Urania
Ursula
Urszula
Uršula
Uyanga
Uyen
Václava
Václavka
Valburga
Valdemara
Valentina
Valentína
Valentyna
Valentýna
Valeria
Valéria
Valérie
Valerija
Valeriya
Valeska
Valja
Vallery
Valpurga
Valtraud
Valtrauda
Vanda
Vanesa
Vanessa
Vart
Varte
Varvara
Vasila
Vasilie
Vasilika
Vasiliki
Vasilina
Vasilisa
Vasilka
Vasylyna
Věda
Věduna
Vědunka
Věkoslava
Velena
Veleslava
Velička
Věna
Venceslava
Věnceslava
Vendelína
Vendula
Vendulka
Vendy
Veneta
Venezia
Věnka
Venuše
Venuška
Vera
Věra
Vered
Verena
Věrka
Verona
Veronica
Verónica
Veronika
Veroniki
Véronique
Věroslava
Věruška
Věslava
Vesna
Vian
Victoria
Victorie
Viera
Vierka
Vieroslava
Vika
Vikki
Viktoria
Viktória
Viktorie
Viktórie
Viktorija
Viktoriya
Viktorka
Viky
Vilema
Viléma
Vilemina
Vilemína
Vilémina
Vilma
Viluše
Viluška
Vincencia
Vincencie
Viola
Violet
Violeta
Violetta
Violette
Viorica
Vira
Virginia
Virginie
Vita
Víta
Víťa
Vitalija
Vitalina
Vitězslava
Vítězslava
Vittoria
Viviana
Viviane
Vivianne
Vivienne
Vladana
Vladěna
Vladimíra
Vladislava
Vladka
Vlaďka
Vladlena
